#,漢字,等價,異形,聲母,韻母,調
7080,笎,,,語鳥,光,5
7081,㟲,,,語鳥,光,5
7082,䬧,,,語鳥,光,5
7083,螈,,,語鳥,光,5
7084,𪕀,,,語鳥,光,5
7085,羱,,,語鳥,光,5
7086,𪄁,,,語鳥,光,5
7087,愿,,,語鳥,光,7
7088,願,,,語鳥,光,7
7089,𩕾,,,語鳥,光,7
7090,原,,,語鳥,光,7
7091,月,,,語鳥,光,8
7092,玥,,,語鳥,光,8
7093,枂,,,語鳥,光,8
7094,川,,,出,光,1
7095,穿,,,出,光,1
7096,瑏,,,出,光,1
7097,串,,,出,光,3
7098,釧,,,出,光,3
7099,𥬫,,,出,光,3
7100,𨂦,,,出,光,3
7101,啜,,,出,光,4
7102,歠,,,出,光,4
7103,𠻜,,,出,光,4
7104,啐,,,出,光,4
7105,竴,,,出,光,5
7106,蹲,,,出,光,5
7107,方,,,非風,光,1
7108,坊,,,非風,光,1
7109,芳,,,非風,光,1
7110,祊,,,非風,光,1
7111,枋,,,非風,光,1
7112,昏,,,非風,光,1
7113,閽,,,非風,光,1
7114,㬆,,,非風,光,1
7115,婚,,,非風,光,1
7116,荒,,,非風,光,1
7117,𥡃,,,非風,光,1
7118,慌,,,非風,光,1
7119,惛,,,非風,光,1
7120,怋,,,非風,光,1
7121,衁,,,非風,光,1
7122,邡,,,非風,光,1
7123,訪,,,非風,光,2
7124,紡,,,非風,光,2
7125,髣,,,非風,光,2
7126,倣,,,非風,光,2
7127,仿,,,非風,光,2
7128,恍,,,非風,光,2
7129,晃,,,非風,光,2
7130,榥,,,非風,光,2
7131,貺,,,非風,光,2
7132,昉,,,非風,光,2
7133,放,,,非風,光,2
7134,放,,,非風,光,3
7135,況,,,非風,光,3
7136,𤴾,,,非風,光,3
7137,况,,,非風,光,3
7138,眖,,,非風,光,3
7139,軦,,,非風,光,3
7140,忽,,,非風,光,4
7141,笏,,,非風,光,4
7142,霍,,,非風,光,4
7143,藿,,,非風,光,4
7144,癨,,,非風,光,4
7145,⿱艹⿰禾隻,獲,,非風,光,4
7146,攫,,,非風,光,4
7147,惚,,,非風,光,4
7148,囫,,,非風,光,4
7149,皇,,,非風,光,5
7150,凰,,,非風,光,5
7151,遑,,,非風,光,5
7152,徨,,,非風,光,5
7153,隍,,,非風,光,5
7154,煌,,,非風,光,5
7155,惶,,,非風,光,5
7156,鍠,,,非風,光,5
7157,芫,,,非風,光,5
7158,蝗,,,非風,光,5
7159,園,,,非風,光,5
7160,房,,,非風,光,5
7161,妨,,,非風,光,5
7162,防,,,非風,光,5
7163,魴,,,非風,光,5
7164,磺,,,非風,光,5
7165,潢,,,非風,光,5
7166,璜,,,非風,光,5
7167,簧,,,非風,光,5
7168,鐄,,,非風,光,5
7169,黌,,,非風,光,5
7170,癀,,,非風,光,5
7171,篁,,,非風,光,5
7172,媓,,,非風,光,5
7173,遠,,,非風,光,7
7174,矍,,,非風,光,8
7175,钁,,,非風,光,8
7176,戄,,,非風,光,8
7177,⿱艹⿰禾隻,獲,,非風,光,8
7178,攫,,,非風,光,8
7179,躩,,,非風,光,8
7180,鑊,,,非風,光,8
7181,蠼,,,非風,光,8
7182,蕋,,,柳,輝龜,2
7183,儡,,,柳,輝龜,2
7184,壘,,,柳,輝龜,2
7185,藟,,,柳,輝龜,2
7186,瘰,,,柳,輝龜,2
7187,累,,,柳,輝龜,2
7188,誄,,,柳,輝龜,2
7189,芮,,,柳,輝龜,3
7190,纍,,,柳,輝龜,5
7191,䉂,,,柳,輝龜,5
7192,縲,,,柳,輝龜,5
7193,羸,,,柳,輝龜,5
7194,𧝹,,,柳,輝龜,5
7195,蠃,,,柳,輝龜,5
7196,驘,,,柳,輝龜,5
7197,瘰,,,柳,輝龜,5
7198,累,,,柳,輝龜,7
7199,彙,,,柳,輝龜,7
7200,淚,,,柳,輝龜,7
7201,泪,,,柳,輝龜,7
7202,類,,,柳,輝龜,7
7203,酹,,,柳,輝龜,7
7204,疿,,,邊,輝龜,3
7205,肥,,,邊,輝龜,5
7206,吠,,,邊,輝龜,7
7207,⿰口叐,㕹,,邊,輝龜,7
7208,𤝘,,,邊,輝龜,7
7209,⻱,,,求,輝龜,1
7210,龜,,,求,輝龜,1
7211,歸,,,求,輝龜,1
7212,巋,,,求,輝龜,1
7213,嬀,,,求,輝龜,1
7214,睽,,,求,輝龜,1
7215,鬼,,,求,輝龜,2
7216,傀,,,求,輝龜,2
7217,宄,,,求,輝龜,2
7218,軌,,,求,輝龜,2
7219,晷,,,求,輝龜,2
7220,簋,,,求,輝龜,2
7221,詭,,,求,輝龜,2
7222,垝,,,求,輝龜,2
7223,陒,,,求,輝龜,2
7224,𣧼,,,求,輝龜,2
7225,龜,,,求,輝龜,2
7226,貴,,,求,輝龜,3
7227,瞶,,,求,輝龜,3
7228,璝,,,求,輝龜,3
7229,瑰,,,求,輝龜,3
7230,憒,,,求,輝龜,3
7231,聵,,,求,輝龜,3
7232,癸,,,求,輝龜,3
7233,𡭙,,,求,輝龜,3
7234,劌,,,求,輝龜,3
7235,鱖,,,求,輝龜,3
7236,䤆,,,求,輝龜,3
7237,櫃,,,求,輝龜,7
7238,簣,,,求,輝龜,7
7239,匱,,,求,輝龜,7
7240,饋,,,求,輝龜,7
7241,餽,,,求,輝龜,7
7242,潰,,,求,輝龜,7
7243,跪,,,求,輝龜,7
7244,虧,,,氣悉,輝龜,1
7245,𠝥,,,氣悉,輝龜,1
7246,開,,,氣悉,輝龜,1
7247,愧,,,氣悉,輝龜,3
7248,媿,,,氣悉,輝龜,3
7249,睽,,,氣悉,輝龜,5
7250,暌,,,氣悉,輝龜,5
7251,揆,,,氣悉,輝龜,5
7252,鄈,,,氣悉,輝龜,5
7253,追,,,低聲,輝龜,1
7254,𠡒,,,低聲,輝龜,1
7255,謉,,,低聲,輝龜,2
7256,懟,,,低聲,輝龜,3
7257,譈,,,低聲,輝龜,3
7258,憝,,,低聲,輝龜,3
7259,憞,,,低聲,輝龜,3
7260,薱,,,低聲,輝龜,3
7261,碓,,,低聲,輝龜,3
7262,捶,,,低聲,輝龜,5
7263,搥,,,低聲,輝龜,5
7264,𤧫,,,低聲,輝龜,5
7265,墜,,,低聲,輝龜,7
7266,墮,,,低聲,輝龜,7
7267,隊,,,低聲,輝龜,7
7268,鐜,,,低聲,輝龜,7
7269,𠯔,,,波,輝龜,3
7270,𠰊,,,波,輝龜,3
7271,啡,,,波,輝龜,3
7272,𧪫,,,波,輝龜,3
7273,屁,,,波,輝龜,3
7274,推,,,他皆,輝龜,1
7275,𤙵,,,他皆,輝龜,1
7276,𢈹,,,他皆,輝龜,1
7277,𣓃,,,他皆,輝龜,3
7278,𦸏,,,他皆,輝龜,3
7279,磓,,,他皆,輝龜,5
7280,槌,,,他皆,輝龜,5
7281,鎚,,,他皆,輝龜,5
7282,推,,,他皆,輝龜,5
7283,追,,,他皆,輝龜,5
7284,椎,,,他皆,輝龜,5
7285,燉,,,他皆,輝龜,5
7286,錘,,,他皆,輝龜,5
7287,𦥻,,,他皆,輝龜,5
7288,𦦇,,,他皆,輝龜,5
7289,棰,,,他皆,輝龜,5
7290,硾,,,他皆,輝龜,7
7291,礈,,,他皆,輝龜,7
7292,錐,,,曾之,輝龜,1
7293,顀,,,曾之,輝龜,1
7294,𩪀,,,曾之,輝龜,1
7295,隹,,,曾之,輝龜,1
7296,䳡,,,曾之,輝龜,1
7297,檇,,,曾之,輝龜,1
7298,萑,,,曾之,輝龜,1
7299,水,,,曾之,輝龜,2
7300,觜,,,曾之,輝龜,2
7301,嘴,,,曾之,輝龜,2
7302,𦈬,,,曾之,輝龜,2
7303,醉,,,曾之,輝龜,3
7304,綷,,,曾之,輝龜,3
7305,𢃒,,,曾之,輝龜,3
7306,椊,,,曾之,輝龜,3
7307,𥳵,,,曾之,輝龜,3
7308,悴,,,曾之,輝龜,7
7309,顇,,,曾之,輝龜,7
7310,萃,,,曾之,輝龜,7
7311,瘁,,,曾之,輝龜,7
7312,崪,,,曾之,輝龜,7
7313,荽,,,時授,輝龜,1
7314,荾,,,時授,輝龜,1
7315,水,,,時授,輝龜,2
7316,睡,,,時授,輝龜,3
7317,綞,,,時授,輝龜,3
7318,緌,,,時授,輝龜,3
7319,祟,,,時授,輝龜,3
7320,粹,,,時授,輝龜,3
7321,穗,,,時授,輝龜,3
7322,邃,,,時授,輝龜,3
7323,彗,,,時授,輝龜,3
7324,篲,,,時授,輝龜,3
7325,隨,,,時授,輝龜,5
7326,𤩼,,,時授,輝龜,5
7327,隋,,,時授,輝龜,5
7328,誰,,,時授,輝龜,5
7329,垂,,,時授,輝龜,5
7330,瑞,,,時授,輝龜,7
7331,遂,,,時授,輝龜,7
7332,燧,,,時授,輝龜,7
7333,𤎩,,,時授,輝龜,7
7334,威,,,鶯亦,輝龜,1
7335,葳,,,鶯亦,輝龜,1
7336,委,,,鶯亦,輝龜,2
7337,諉,,,鶯亦,輝龜,2
7338,萎,,,鶯亦,輝龜,2
7339,逶,,,鶯亦,輝龜,2
7340,卉,,,鶯亦,輝龜,2
7341,芔,,,鶯亦,輝龜,2
7342,暐,,,鶯亦,輝龜,2
7343,煒,,,鶯亦,輝龜,2
7344,喟,,,鶯亦,輝龜,2
7345,偉,,,鶯亦,輝龜,2
7346,瑋,,,鶯亦,輝龜,2
7347,葦,,,鶯亦,輝龜,2
7348,唯,,,鶯亦,輝龜,2
7349,鄬,,,鶯亦,輝龜,2
7350,亹,,,鶯亦,輝龜,2
7351,⿱艹違,,,鶯亦,輝龜,2
7352,蔿,,,鶯亦,輝龜,2
7353,畏,,,鶯亦,輝龜,3
7354,慰,,,鶯亦,輝龜,3
7355,蔚,,,鶯亦,輝龜,3
7356,尉,,,鶯亦,輝龜,3
7357,恚,,,鶯亦,輝龜,3
7358,爲,,,鶯亦,輝龜,5
7359,潙,,,鶯亦,輝龜,5
7360,韋,,,鶯亦,輝龜,5
7361,闈,,,鶯亦,輝龜,5
7362,違,,,鶯亦,輝龜,5
7363,圍,,,鶯亦,輝龜,5
7364,幃,,,鶯亦,輝龜,5
7365,桅,,,鶯亦,輝龜,5
7366,謂,,,鶯亦,輝龜,7
7367,胃,,,鶯亦,輝龜,7
7368,渭,,,鶯亦,輝龜,7
7369,蝟,,,鶯亦,輝龜,7
7370,爲,,,鶯亦,輝龜,7
7371,位,,,鶯亦,輝龜,7
7372,巍,,,語鳥,輝龜,5
7373,隗,,,語鳥,輝龜,5
7374,嵬,,,語鳥,輝龜,5
7375,峞,,,語鳥,輝龜,5
7376,危,,,語鳥,輝龜,5
7377,魏,,,語鳥,輝龜,7
7378,蘶,,,語鳥,輝龜,7
7379,僞,,,語鳥,輝龜,7
7380,雖,,,出,輝龜,1
7381,推,,,出,輝龜,1
7382,雎,,,出,輝龜,1
7383,緌,,,出,輝龜,1
7384,炊,,,出,輝龜,1
7385,吹,,,出,輝龜,1
7386,翠,,,出,輝龜,3
7387,嘴,,,出,輝龜,3
7388,啐,,,出,輝龜,3
7389,輝,,,非風,輝龜,1
7390,暉,,,非風,輝龜,1
7391,煇,,,非風,輝龜,1
7392,揮,,,非風,輝龜,1
7393,徽,,,非風,輝龜,1
7394,麾,,,非風,輝龜,1
7395,翬,,,非風,輝龜,1
7396,⿱彐軍,,,非風,輝龜,1
7397,撝,,,非風,輝龜,1
7398,嬀,,,非風,輝龜,1
7399,毀,,,非風,輝龜,2
7400,䛼,,,非風,輝龜,2
7401,燬,,,非風,輝龜,2
7402,喟,,,非風,輝龜,2
7403,棐,,,非風,輝龜,2
7404,榧,,,非風,輝龜,2
7405,翡,,,非風,輝龜,2
7406,諱,,,非風,輝龜,3
7407,緯,,,非風,輝龜,3
7408,瞭,,,柳,燒嬌,2
7409,暸,,,柳,燒嬌,2
7410,憭,,,柳,燒嬌,2
7411,僚,,,柳,燒嬌,2
7412,㞠,,,柳,燒嬌,2
7413,了,,,柳,燒嬌,2
7414,寮,,,柳,燒嬌,5
7415,僚,,,柳,燒嬌,5
7416,嘹,,,柳,燒嬌,5
7417,燎,,,柳,燒嬌,5
7418,遼,,,柳,燒嬌,5
7419,鷯,,,柳,燒嬌,5
7420,蜆,,,柳,燒嬌,5
7421,膋,,,柳,燒嬌,5
7422,聊,,,柳,燒嬌,5
7423,寥,,,柳,燒嬌,5
7424,料,,,柳,燒嬌,7
7425,撩,,,柳,燒嬌,7
7426,髎,,,柳,燒嬌,7
7427,標,,,邊,燒嬌,1
7428,摽,,,邊,燒嬌,1
7429,剽,,,邊,燒嬌,1
7430,幖,,,邊,燒嬌,1
7431,驃,,,邊,燒嬌,1
7432,鑣,,,邊,燒嬌,1
7433,儦,,,邊,燒嬌,1
7434,爊,,,邊,燒嬌,1
7435,爊,,,邊,燒嬌,2
7436,表,,,邊,燒嬌,2
7437,裱,,,邊,燒嬌,2
7438,婊,,,邊,燒嬌,2
7439,俵,,,邊,燒嬌,3
7440,殍,,,邊,燒嬌,3
7441,䞄,,,邊,燒嬌,3
7442,嬌,,,求,燒嬌,1
7443,驕,,,求,燒嬌,1
7444,簥,,,求,燒嬌,1
7445,澆,,,求,燒嬌,1
7446,敎,,,求,燒嬌,1
7447,矯,,,求,燒嬌,2
7448,譑,,,求,燒嬌,2
7449,皎,,,求,燒嬌,2
7450,狡,,,求,燒嬌,2
7451,佼,,,求,燒嬌,2
7452,姣,,,求,燒嬌,2
7453,絞,,,求,燒嬌,2
7454,皦,,,求,燒嬌,2
7455,繳,,,求,燒嬌,2
7456,攪,,,求,燒嬌,2
7457,㽱,,,求,燒嬌,2
7458,叫,,,求,燒嬌,3
7459,喬,,,求,燒嬌,5
7460,僑,,,求,燒嬌,5
7461,蕎,,,求,燒嬌,5
7462,轎,,,求,燒嬌,7
7463,𨊿,,,求,燒嬌,7
7464,敲,,,氣悉,燒嬌,1
7465,𢿣,,,氣悉,燒嬌,1
7466,蹺,,,氣悉,燒嬌,1
7467,橇,,,氣悉,燒嬌,1
7468,巧,,,氣悉,燒嬌,2
7469,䲾,,,氣悉,燒嬌,2
7470,竅,,,氣悉,燒嬌,3
7471,𪖐,,,氣悉,燒嬌,3
7472,𡰑,,,氣悉,燒嬌,3
7473,㢗,,,氣悉,燒嬌,3
7474,朝,,,低聲,燒嬌,1
7475,凋,,,低聲,燒嬌,1
7476,鵰,,,低聲,燒嬌,1
7477,蜩,,,低聲,燒嬌,1
7478,啁,,,低聲,燒嬌,1
7479,雕,,,低聲,燒嬌,1
7480,刁,,,低聲,燒嬌,1
7481,彫,,,低聲,燒嬌,1
7482,貂,,,低聲,燒嬌,1
7483,釣,,,低聲,燒嬌,3
7484,瘹,,,低聲,燒嬌,3
7485,窵,,,低聲,燒嬌,3
7486,弔,,,低聲,燒嬌,3
7487,吊,,,低聲,燒嬌,3
7488,朝,,,低聲,燒嬌,5
7489,潮,,,低聲,燒嬌,5
7490,調,,,低聲,燒嬌,5
7491,惆,,,低聲,燒嬌,5
7492,趙,,,低聲,燒嬌,7
7493,兆,,,低聲,燒嬌,7
7494,晁,,,低聲,燒嬌,7
7495,旐,,,低聲,燒嬌,7
7496,恌,,,低聲,燒嬌,7
7497,肇,,,低聲,燒嬌,7
7498,召,,,低聲,燒嬌,7
7499,肈,,,低聲,燒嬌,7
7500,飄,,,波,燒嬌,1
7501,漂,,,波,燒嬌,1
7502,旚,,,波,燒嬌,1
7503,螵,,,波,燒嬌,1
7504,殍,,,波,燒嬌,2
7505,莩,,,波,燒嬌,2
7506,瞟,,,波,燒嬌,2
7507,顠,,,波,燒嬌,2
7508,蔈,,,波,燒嬌,2
7509,票,,,波,燒嬌,3
7510,漂,,,波,燒嬌,3
7511,𤾛,,,波,燒嬌,3
7512,薸,,,波,燒嬌,5
7513,𦷰,,,波,燒嬌,5
7514,䕯,,,波,燒嬌,5
7515,瓢,,,波,燒嬌,5
7516,挑,,,他皆,燒嬌,1
7517,𠛪,,,他皆,燒嬌,1
7518,𫋺,,,他皆,燒嬌,1
7519,𢓝,,,他皆,燒嬌,1
7520,晀,,,他皆,燒嬌,1
7521,迢,,,他皆,燒嬌,1
7522,岧,,,他皆,燒嬌,1
7523,恌,,,他皆,燒嬌,1
7524,刁,,,他皆,燒嬌,1
7525,窕,,,他皆,燒嬌,2
7526,誂,,,他皆,燒嬌,2
7527,窱,,,他皆,燒嬌,2
7528,跳,,,他皆,燒嬌,3
7529,超,,,他皆,燒嬌,3
7530,䞴,,,他皆,燒嬌,3
7531,趒,,,他皆,燒嬌,3
7532,覜,,,他皆,燒嬌,3
7533,眺,,,他皆,燒嬌,3
7534,糶,,,他皆,燒嬌,3
7535,𪮅,,,他皆,燒嬌,5
7536,笤,,,他皆,燒嬌,5
7537,苕,,,他皆,燒嬌,5
7538,佻,,,他皆,燒嬌,5
7539,招,,,曾之,燒嬌,1
7540,昭,,,曾之,燒嬌,1
7541,焦,,,曾之,燒嬌,1
7542,燋,,,曾之,燒嬌,1
7543,蕉,,,曾之,燒嬌,1
7544,𦅃,,,曾之,燒嬌,1
7545,鷦,,,曾之,燒嬌,1
7546,釗,,,曾之,燒嬌,1
7547,椒,,,曾之,燒嬌,1
7548,少,,,曾之,燒嬌,2
7549,照,,,曾之,燒嬌,3
7550,炤,,,曾之,燒嬌,3
7551,詔,,,曾之,燒嬌,3
7552,醮,,,曾之,燒嬌,3
7553,𧝈,,,曾之,燒嬌,3
7554,樵,,,曾之,燒嬌,5
7555,憔,,,曾之,燒嬌,5
7556,顦,,,曾之,燒嬌,5
7557,噍,,,曾之,燒嬌,5
7558,譙,,,曾之,燒嬌,5
7559,誚,,,曾之,燒嬌,7
7560,鳥,,,日女,燒嬌,2
7561,蔦,,,日女,燒嬌,2
7562,䙚,,,日女,燒嬌,2
7563,㜵,,,日女,燒嬌,2
7564,遶,,,日女,燒嬌,2
7565,繞,,,日女,燒嬌,2
7566,嬲,,,日女,燒嬌,2
7567,嫋,,,日女,燒嬌,2
7568,饒,,,日女,燒嬌,5
7569,嬈,,,日女,燒嬌,5
7570,橈,,,日女,燒嬌,5
7571,尿,,,日女,燒嬌,7
7572,㳮,,,日女,燒嬌,7
7573,蕭,,,時授,燒嬌,1
7574,簫,,,時授,燒嬌,1
7575,瀟,,,時授,燒嬌,1
7576,宵,,,時授,燒嬌,1
7577,霄,,,時授,燒嬌,1
7578,消,,,時授,燒嬌,1
7579,銷,,,時授,燒嬌,1
7580,硝,,,時授,燒嬌,1
7581,蛸,,,時授,燒嬌,1
7582,魈,,,時授,燒嬌,1
7583,逍,,,時授,燒嬌,1
7584,燒,,,時授,燒嬌,1
7585,小,,,時授,燒嬌,2
7586,少,,,時授,燒嬌,2
7587,嘯,,,時授,燒嬌,3
7588,少,,,時授,燒嬌,3
7589,笑,,,時授,燒嬌,3
7590,咲,,,時授,燒嬌,3
7591,肖,,,時授,燒嬌,3
7592,誚,,,時授,燒嬌,3
7593,鞘,,,時授,燒嬌,3
7594,韶,,,時授,燒嬌,5
7595,紹,,,時授,燒嬌,5
7596,髫,,,時授,燒嬌,5
7597,佋,,,時授,燒嬌,5
7598,軺,,,時授,燒嬌,5
7599,玿,,,時授,燒嬌,5
7600,齠,,,時授,燒嬌,5
7601,邵,,,時授,燒嬌,7
7602,劭,,,時授,燒嬌,7
7603,么,,,鶯亦,燒嬌,1
7604,夭,,,鶯亦,燒嬌,1
7605,妖,,,鶯亦,燒嬌,1
7606,要,,,鶯亦,燒嬌,1
7607,葽,,,鶯亦,燒嬌,1
7608,腰,,,鶯亦,燒嬌,1
7609,𧍔,,,鶯亦,燒嬌,1
7610,邀,,,鶯亦,燒嬌,1
7611,徼,,,鶯亦,燒嬌,1
7612,殀,,,鶯亦,燒嬌,2
7613,夭,,,鶯亦,燒嬌,2
7614,窈,,,鶯亦,燒嬌,2
7615,怮,,,鶯亦,燒嬌,2
7616,擾,,,鶯亦,燒嬌,2
7617,撓,,,鶯亦,燒嬌,2
7618,鷕,,,鶯亦,燒嬌,2
7619,要,,,鶯亦,燒嬌,3
7620,㴗,,,鶯亦,燒嬌,3
7621,袎,,,鶯亦,燒嬌,3
7622,遙,,,鶯亦,燒嬌,5
7623,瑤,,,鶯亦,燒嬌,5
7624,徭,,,鶯亦,燒嬌,5
7625,搖,,,鶯亦,燒嬌,5
7626,謠,,,鶯亦,燒嬌,5
7627,窰,,,鶯亦,燒嬌,5
7628,陶,,,鶯亦,燒嬌,5
7629,颻,,,鶯亦,燒嬌,5
7630,姚,,,鶯亦,燒嬌,5
7631,曜,,,鶯亦,燒嬌,7
7632,耀,,,鶯亦,燒嬌,7
7633,燿,,,鶯亦,燒嬌,7
7634,鷂,,,鶯亦,燒嬌,7
7635,杳,,,蒙美,燒嬌,2
7636,㴭,,,蒙美,燒嬌,2
7637,杪,,,蒙美,燒嬌,2
7638,渺,,,蒙美,燒嬌,2
7639,緲,,,蒙美,燒嬌,2
7640,眇,,,蒙美,燒嬌,2
7641,藐,,,蒙美,燒嬌,2
7642,邈,,,蒙美,燒嬌,2
7643,淼,,,蒙美,燒嬌,2
7644,描,,,蒙美,燒嬌,5
7645,苗,,,蒙美,燒嬌,5
7646,媌,,,蒙美,燒嬌,5
7647,貓,,,蒙美,燒嬌,5
7648,妙,,,蒙美,燒嬌,7
7649,玅,,,蒙美,燒嬌,7
7650,廟,,,蒙美,燒嬌,7
7651,庙,,,蒙美,燒嬌,7
7652,堯,,,語鳥,燒嬌,5
7653,蕘,,,語鳥,燒嬌,5
7654,翹,,,語鳥,燒嬌,5
7655,𧄍,,,語鳥,燒嬌,5
7656,𡰑,,,語鳥,燒嬌,5
7657,嶢,,,語鳥,燒嬌,5
7658,垚,,,語鳥,燒嬌,5
7659,荍,,,語鳥,燒嬌,5
7660,𠟋,,,語鳥,燒嬌,5
7661,超,,,出,燒嬌,1
7662,鍫,,,出,燒嬌,1
7663,鍬,,,出,燒嬌,1
7664,悄,,,出,燒嬌,2
7665,峭,,,出,燒嬌,2
7666,誚,,,出,燒嬌,2
7667,俏,,,出,燒嬌,2
7668,笑,,,出,燒嬌,3
7669,咲,,,出,燒嬌,3
7670,哨,,,出,燒嬌,3
7671,瞧,,,出,燒嬌,5
7672,徼,,,非風,燒嬌,1
7673,僥,,,非風,燒嬌,1
7674,嘵,,,非風,燒嬌,1
7675,墝,,,非風,燒嬌,1
7676,驍,,,非風,燒嬌,1
7677,澆,,,非風,燒嬌,1
7678,磽,,,非風,燒嬌,1
7679,婋,,,非風,燒嬌,1
7680,梟,,,非風,燒嬌,1
7681,曉,,,非風,燒嬌,2
7682,皢,,,非風,燒嬌,2
7683,隴,,,柳,銀恭,2
7684,壠,,,柳,銀恭,2
7685,壟,,,柳,銀恭,2
7686,窿,,,柳,銀恭,2
7687,鸗,,,柳,銀恭,2
7688,碌,,,柳,銀恭,4
7689,龍,,,柳,銀恭,5
7690,竜,,,柳,銀恭,5
7691,巃,,,柳,銀恭,5
7692,瀧,,,柳,銀恭,5
7693,䪊,,,柳,銀恭,5
7694,櫳,,,柳,銀恭,5
7695,籠,,,柳,銀恭,5
7696,⿱⺳龍,,,柳,銀恭,5
7697,朧,,,柳,銀恭,5
7698,躘,,,柳,銀恭,5
7699,瓏,,,柳,銀恭,5
7700,隆,,,柳,銀恭,5
7701,窿,,,柳,銀恭,5
7702,霳,,,柳,銀恭,5
7703,癃,,,柳,銀恭,5
7704,𢸭,,,柳,銀恭,5
7705,爖,,,柳,銀恭,5
7706,𦪽,,,柳,銀恭,5
7707,𩟭,,,柳,銀恭,5
7708,𪔳,,,柳,銀恭,5
7709,⿰⻂彔,䘵,,柳,銀恭,8
7710,綠,,,柳,銀恭,8
7711,籙,,,柳,銀恭,8
7712,淥,,,柳,銀恭,8
7713,逯,,,柳,銀恭,8
7714,騄,,,柳,銀恭,8
7715,菉,,,柳,銀恭,8
7716,醁,,,柳,銀恭,8
7717,⿱林彔,㯟,,柳,銀恭,8
7718,麓,,,柳,銀恭,8
7719,鹿,,,柳,銀恭,8
7720,蔍,,,柳,銀恭,8
7721,轆,,,柳,銀恭,8
7722,𦗓,,,柳,銀恭,8
7723,僇,,,柳,銀恭,8
7724,戮,,,柳,銀恭,8
7725,蓼,,,柳,銀恭,8
7726,穋,,,柳,銀恭,8
7727,稑,,,柳,銀恭,8
7728,六,,,柳,銀恭,8
7729,陸,,,柳,銀恭,8
7730,𦸐,,,柳,銀恭,8
7731,熝,,,柳,銀恭,8
7732,𤺼,,,柳,銀恭,8
7733,𥉶,,,柳,銀恭,8
7734,摝,,,柳,銀恭,8
7735,琭,,,柳,銀恭,8
7736,恭,,,求,銀恭,1
7737,供,,,求,銀恭,1
7738,宮,,,求,銀恭,1
7739,巾,,,求,銀恭,1
7740,弓,,,求,銀恭,1
7741,觔,,,求,銀恭,1
7742,斤,,,求,銀恭,1
7743,筋,,,求,銀恭,1
7744,根,,,求,銀恭,1
7745,跟,,,求,銀恭,1
7746,躬,,,求,銀恭,1
7747,𧢹,,,求,銀恭,1
7748,熍,,,求,銀恭,1
7749,髸,,,求,銀恭,1
7750,龔,,,求,銀恭,2
7751,拱,,,求,銀恭,2
7752,共,,,求,銀恭,2
7753,栱,,,求,銀恭,2
7754,鞏,,,求,銀恭,2
7755,珙,,,求,銀恭,2
7756,𠦘,,,求,銀恭,2
7757,㤨,,,求,銀恭,2
7758,蛬,,,求,銀恭,2
7759,供,,,求,銀恭,3
7760,靳,,,求,銀恭,3
7761,⿱効心,,,求,銀恭,3
7762,菊,,,求,銀恭,4
7763,掬,,,求,銀恭,4
7764,鞠,,,求,銀恭,4
7765,諊,,,求,銀恭,4
7766,鞫,,,求,銀恭,4
7767,躹,,,求,銀恭,4
7768,𣔑,,,求,銀恭,4
7769,檋,,,求,銀恭,4
7770,䤎,,,求,銀恭,4
7771,⿰汆頁,,,求,銀恭,4
7772,𨿥,,,求,銀恭,4
7773,𧿻,,,求,銀恭,4
7774,㥌,,,求,銀恭,4
7775,⿱𥫗⿰辛匊,,,求,銀恭,4
7776,陱,,,求,銀恭,4
7777,⿰幸匊,,,求,銀恭,4
7778,勤,,,求,銀恭,5
7779,懃,,,求,銀恭,5
7780,銎,,,求,銀恭,5
7781,窮,,,求,銀恭,5
7782,藭,,,求,銀恭,5
7783,𡺺,,,求,銀恭,5
7784,𤢶,,,求,銀恭,5
7785,𡾈,,,求,銀恭,5
7786,𪀛,,,求,銀恭,5
7787,共,,,求,銀恭,7
7788,近,,,求,銀恭,7
7789,僅,,,求,銀恭,7
7790,瑾,,,求,銀恭,7
7791,覲,,,求,銀恭,7
7792,饉,,,求,銀恭,7
7793,槿,,,求,銀恭,7
7794,鄞,,,求,銀恭,7
7795,瘽,,,求,銀恭,7
7796,局,,,求,銀恭,8
7797,侷,,,求,銀恭,8
7798,跼,,,求,銀恭,8
7799,穹,,,氣悉,銀恭,1
7800,邛,,,氣悉,銀恭,1
7801,筇,,,氣悉,銀恭,1
7802,銎,,,氣悉,銀恭,1
7803,蛩,,,氣悉,銀恭,1
7804,芎,,,氣悉,銀恭,1
7805,恐,,,氣悉,銀恭,2
7806,𩫴,,,氣悉,銀恭,2
7807,𪀛,,,氣悉,銀恭,2
7808,䛪,,,氣悉,銀恭,3
7809,𣶆,,,氣悉,銀恭,3
7810,㖆,,,氣悉,銀恭,3
7811,曲,,,氣悉,銀恭,4
7812,粬,,,氣悉,銀恭,4
7813,麯,,,氣悉,銀恭,4
7814,麴,,,氣悉,銀恭,4
7815,乞,,,氣悉,銀恭,4
7816,䎢,,,氣悉,銀恭,4
7817,䒼,,,氣悉,銀恭,4
7818,蛐,,,氣悉,銀恭,4
7819,䒗,,,氣悉,銀恭,4
7820,髷,,,氣悉,銀恭,4
7821,芹,,,氣悉,銀恭,5
7822,囷,,,氣悉,銀恭,5
